update,epoch,batch,learning_rate,hinge_loss,regularization_loss,total_loss,violation_rate
38,1,38,0.006488856845230502,0.9923557043075562,8.27018462587148e-08,0.9923557870094024,1.0
39,1,39,0.006405126152203486,0.9921808242797852,8.518968825228513e-08,0.9921809094694735,1.0
40,1,40,0.006324555320336759,0.9935644268989563,8.721783524379135e-08,0.9935645141167916,1.0
41,1,41,0.006246950475544243,0.9931992292404175,8.932992350310088e-08,0.9931993185703409,1.0
42,1,42,0.006172133998483677,0.9923021197319031,9.169033728539944e-08,0.9923022114222404,1.0
43,1,43,0.006099942813304187,0.9929941296577454,9.381564450450242e-08,0.9929942234733898,1.0
44,1,44,0.006030226891555273,0.9928078651428223,9.597123134881259e-08,0.9928079611140536,1.0
45,1,45,0.005962847939999439,0.9921340346336365,9.829966584220529e-08,0.9921341329333023,1.0
46,1,46,0.005897678246195886,0.9914692640304565,1.0079884668812156e-07,0.9914693648293033,1.0
47,1,47,0.005834599659915783,0.9904566407203674,1.0356419952586294e-07,0.990456744284567,1.0
48,1,48,0.005773502691896258,0.9905540943145752,1.0627178708091378e-07,0.9905542005863622,1.0
49,1,49,0.005714285714285714,0.9901309609413147,1.0907093528658153e-07,0.99013107001225,1.0
50,1,50,0.00565685424949238,0.9914543628692627,1.1147501645609737e-07,0.9914544743442791,1.0
51,1,51,0.005601120336112039,0.9910549521446228,1.1396452318876982e-07,0.991055066109146,1.0
52,1,52,0.005547001962252292,0.9920398592948914,1.1616225820034743e-07,0.9920399754571495,1.0
53,1,53,0.005494422557947561,0.9907140135765076,1.1869752779603005e-07,0.9907141322740354,1.0
54,1,54,0.005443310539518174,0.9902226328849792,1.2133964337408543e-07,0.9902227542246226,1.0
55,1,55,0.005393598899705937,0.9905349612236023,1.238777069374919e-07,0.9905350851013093,1.0
56,1,56,0.005345224838248488,0.9896354079246521,1.266276463866234e-07,0.9896355345522985,1.0
57,1,57,0.005298129428260175,0.9918622970581055,1.2877790722995997e-07,0.9918624258360127,1.0
58,1,58,0.005252257314388902,0.9897950291633606,1.3143612304702402e-07,0.9897951605994837,1.0
59,1,59,0.005207556439232955,0.990749180316925,1.3383297482505442e-07,0.9907493141498999,1.0
60,1,60,0.0051639777949432225,0.990156352519989,1.3636596268042923e-07,0.9901564888859516,1.0
61,1,61,0.005121475197315839,0.9894189238548279,1.390512799844146e-07,0.9894190629061078,1.0
62,1,62,0.00508000508000762,0.9902809858322144,1.4150977367535234e-07,0.990281127341988,1.0
63,1,63,0.005039526306789696,0.9893251657485962,1.4418963110074402e-07,0.9893253099382273,1.0
64,2,1,0.005,0.9894623160362244,1.4681224711239338e-07,0.9894624628484715,1.0
65,2,2,0.004961389383568339,0.9896087050437927,1.4938105596229435e-07,0.9896088544248487,1.0
66,2,3,0.004923659639173309,0.9917868971824646,1.5139987226575614e-07,0.9917870485823369,1.0
67,2,4,0.0048867777742522085,0.9884370565414429,1.5420899726450445e-07,0.9884372107504401,1.0
68,2,5,0.00485071250072666,0.9900932312011719,1.5660361386835575e-07,0.9900933878047857,1.0
69,2,6,0.004815434123430768,0.9895243644714355,1.5911404043436052e-07,0.9895245235854759,1.0
70,2,7,0.004780914437337575,0.9889817833900452,1.617318601347506e-07,0.9889819451219053,1.0
71,2,8,0.004747126632775413,0.9897157549858093,1.6415867721661925e-07,0.9897159191444865,1.0
72,2,9,0.0047140452079103175,0.9900633692741394,1.6649514436721803e-07,0.9900635357692837,1.0
73,2,10,0.0046816458878452235,0.989046573638916,1.6905084485188127e-07,0.9890467426897609,1.0
74,2,11,0.004649905549752771,0.989726722240448,1.7143313307315112e-07,0.989726893673581,1.0
75,2,12,0.0046188021535170055,0.9915028214454651,1.733907265588641e-07,0.9915029948361916,1.0
76,2,13,0.004588314677411235,0.9875150918960571,1.7624013125896454e-07,0.9875152681361884,1.0
77,2,14,0.004558423058385518,0.9887542128562927,1.787945628166199e-07,0.9887543916508555,1.0
78,2,15,0.004529108136578383,0.9889911413192749,1.8127928487956525e-07,0.9889913225985598,1.0
79,2,16,0.004500351603704096,0.9890998005867004,1.8372361082583666e-07,0.9890999843103113,1.0
80,2,17,0.004472135954999579,0.9875826835632324,1.8648735713213684e-07,0.9875828700505895,1.0
81,2,18,0.0044444444444444444,0.9868762493133545,1.8938981229439378e-07,0.9868764387031668,1.0
82,2,19,0.0044172610429938615,0.9888030886650085,1.9185540731996298e-07,0.9888032805204159,1.0
83,2,20,0.004390570399587614,0.9899888038635254,1.94047624245286e-07,0.9899889979111496,1.0
84,2,21,0.004364357804719848,0.9868381023406982,1.9690741319209338e-07,0.9868382992481114,1.0
85,2,22,0.004338609156373124,0.9896178841590881,1.991539029404521e-07,0.9896180833129911,1.0
86,2,23,0.004313310928137536,0.9873174428939819,2.0187869668006898e-07,0.9873176447726786,1.0
87,2,24,0.004288450139351179,0.9876382946968079,2.0452053286135196e-07,0.9876384992173407,1.0
88,2,25,0.004264014327112209,0.9882937669754028,2.0700860768556597e-07,0.9882939739840105,1.0
89,2,26,0.0042399915200254405,0.9871127009391785,2.0972930360585453e-07,0.9871129106684821,1.0
90,2,27,0.0042163702135578395,0.9872756004333496,2.1240105852484705e-07,0.9872758128344081,1.0
91,2,28,0.004193139346887673,0.9888095259666443,2.1474261302500963e-07,0.9888097407092573,1.0
92,2,29,0.004170288281141496,0.9860510230064392,2.176344394683838e-07,0.9860512406408787,1.0
93,2,30,0.004147806778921701,0.9878143668174744,2.2015450522303582e-07,0.9878145869719795,1.0
94,2,31,0.004125684985035173,0.9883122444152832,2.2255952935665846e-07,0.9883124669748126,1.0
95,2,32,0.004103913408340617,0.9897230863571167,2.246653661131859e-07,0.9897233110224828,1.0
96,2,33,0.004082482904638631,0.9853087663650513,2.276489045470953e-07,0.9853089940139558,1.0
97,2,34,0.004061384660534476,0.9877265095710754,2.3013364989310504e-07,0.9877267397047254,1.0
98,2,35,0.004040610178208843,0.9874112606048584,2.3266877979040146e-07,0.9874114932736382,1.0
99,2,36,0.004020151261036849,0.9876900315284729,2.3513622581958772e-07,0.9876902666646987,1.0
100,2,37,0.004,0.9899953603744507,2.3713642731308937e-07,0.989995597510878,1.0
101,2,38,0.003980148760839956,0.9858664274215698,2.399373333901167e-07,0.9858666673589032,1.0
102,2,39,0.003960590171906697,0.9860254526138306,2.426930004730821e-07,0.986025695306831,1.0
103,2,40,0.003941317112657173,0.9907519221305847,2.445156220346689e-07,0.9907521666462068,1.0
104,2,41,0.003922322702763681,0.9874749183654785,2.469665370881558e-07,0.9874751653320156,1.0
105,2,42,0.003903600291794133,0.9864318370819092,2.496054396033287e-07,0.9864320866873488,1.0
106,2,43,0.0038851434494290567,0.9867382645606995,2.521744929254055e-07,0.9867385167351924,1.0
107,2,44,0.003866945956182654,0.9872403144836426,2.5463656056672335e-07,0.9872405691202032,1.0
108,2,45,0.003849001794597505,0.9853223562240601,2.5744931772351265e-07,0.9853226136733778,1.0
109,2,46,0.0038313051408846053,0.9878143072128296,2.5977939367294315e-07,0.9878145669922233,1.0
110,2,47,0.003813850356982369,0.9831493496894836,2.629750408232212e-07,0.9831496126645245,1.0
111,2,48,0.0037966319830099963,0.9885053634643555,2.651557559147477e-07,0.9885056286201114,1.0
112,2,49,0.003779644730092272,0.9874798655509949,2.6751651894301176e-07,0.9874801330675138,1.0
113,2,50,0.003762883473534389,0.9852884411811829,2.702769357711077e-07,0.9852887114581186,1.0
114,2,51,0.003746343246326776,0.9867631196975708,2.7274764142930507e-07,0.9867633924452123,1.0
115,2,52,0.0037300192329612555,0.9852201342582703,2.7549362275749447e-07,0.9852204097518931,1.0
116,2,53,0.0037139067635410376,0.9864963293075562,2.779948990792036e-07,0.9864966073024553,1.0
117,2,54,0.003698001308168194,0.9863575100898743,2.805076772347093e-07,0.9863577905975515,1.0
118,2,55,0.0036822984715932936,0.9850346446037292,2.832545898854733e-07,0.9850349278583191,1.0
119,2,56,0.0036667939881128457,0.9868683815002441,2.856617094948888e-07,0.9868686671619536,1.0
120,2,57,0.0036514837167011074,0.9855964183807373,2.8828582726418973e-07,0.9855967066665645,1.0
121,2,58,0.0036363636363636364,0.9859814047813416,2.9082889668643474e-07,0.9859816956102382,1.0
122,2,59,0.003621429841700741,0.985566258430481,2.934372518211603e-07,0.9855665518677328,1.0
123,2,60,0.003606678538669729,0.9836328029632568,2.9637492261826996e-07,0.9836330993381794,1.0
124,2,61,0.0035921060405354984,0.9849230647087097,2.9907519929111003e-07,0.984923363783909,1.0
125,2,62,0.003577708763999663,0.9864952564239502,3.0148401856422425e-07,0.9864955579079687,1.0
126,2,63,0.003563483225498992,0.9869074821472168,3.0381823889911175e-07,0.9869077859654557,1.0
127,3,1,0.0035494260376644554,0.9868775606155396,3.061463823541999e-07,0.9868778667619219,1.0
128,3,2,0.0035355339059327372,0.9864979982376099,3.085303818807006e-07,0.9864983067679918,1.0
129,3,3,0.0035218036253024955,0.9853144884109497,3.1110974960029127e-07,0.9853147995206993,1.0
130,3,4,0.003508232077228117,0.9847819209098816,3.137711202725768e-07,0.9847822346810019,1.0
131,3,5,0.0034948162266441518,0.9859918355941772,3.162143751978874e-07,0.9859921518085525,1.0
132,3,6,0.003481553119113957,0.98802250623703,3.1829760409891606e-07,0.9880228245346341,1.0
133,3,7,0.00346843987809648,0.9826951026916504,3.212875220924616e-07,0.9826954239791725,1.0
134,3,8,0.0034554737023254406,0.9857425093650818,3.23747075162828e-07,0.9857428331121569,1.0
135,3,9,0.0034426518632954817,0.9855610728263855,3.262297250330448e-07,0.9855613990561105,1.0
136,3,10,0.0034299717028501765,0.9840573072433472,3.2895533367991447e-07,0.9840576361986808,1.0
137,3,11,0.003417430630867044,0.9846149682998657,3.315752372145653e-07,0.984615299875103,1.0
138,3,12,0.0034050261230349948,0.9846268892288208,3.341872477903962e-07,0.9846272234160686,1.0
139,3,13,0.003392755718719884,0.9850561618804932,3.3671800047159196e-07,0.9850564985984936,1.0
140,3,14,0.0033806170189140663,0.9867415428161621,3.3895592205226425e-07,0.9867418817720841,1.0
141,3,15,0.003368607684266076,0.9835909008979797,3.417126135900617e-07,0.9835912426105933,1.0
142,3,16,0.0033567254331867565,0.9843979477882385,3.44321527518332e-07,0.984398292109766,1.0
143,3,17,0.0033449680400283632,0.981107771396637,3.474642988294363e-07,0.9811081188609357,1.0
144,3,18,0.0033333333333333335,0.9840939044952393,3.501096274703741e-07,0.9840942546048668,1.0
145,3,19,0.003321819194149599,0.985834002494812,3.524633590131998e-07,0.9858343549581711,1.0
146,3,20,0.0033104235544094717,0.9824175834655762,3.55357863008976e-07,0.9824179388234392,1.0
147,3,21,0.00329914439536929,0.9830852150917053,3.581399796530605e-07,0.983085573231685,1.0
148,3,22,0.003287979746107146,0.9816291928291321,3.6114808171987536e-07,0.9816295539772139,1.0
149,3,23,0.0032769276820761623,0.985558032989502,3.635126631706953e-07,0.9855583965021651,1.0
150,3,24,0.0032659863237109042,0.9836565852165222,3.661749651655555e-07,0.9836569513914873,1.0
151,3,25,0.003255153835084638,0.9836658239364624,3.6882604472339155e-07,0.9836661927625071,1.0
152,3,26,0.003244428422615251,0.9840920567512512,3.7139670457690955e-07,0.9840924281479558,1.0
153,3,27,0.0032338083338177732,0.9854871034622192,3.737435443326831e-07,0.9854874772057636,1.0
154,3,28,0.0032232918561015214,0.9823039770126343,3.7658298388123515e-07,0.9823043535956182,1.0
155,3,29,0.0032128773156099954,0.9824780225753784,3.79394693300128e-07,0.9824784019700717,1.0
156,3,30,0.003202563076101743,0.9857842326164246,3.8167352322489024e-07,0.9857846142899478,1.0
157,3,31,0.0031923475378704885,0.9852575063705444,3.840224351733923e-07,0.9852578903929796,1.0
158,3,32,0.00318222913670292,0.9851940870285034,3.8637761026620865e-07,0.9851944734061137,1.0
159,3,33,0.0031722063428725766,0.9828338027000427,3.890917869284749e-07,0.9828341917918296,1.0
160,3,34,0.0031622776601683794,0.9834789633750916,3.9170118980109694e-07,0.9834793550762814,1.0
161,3,35,0.003152441624956403,0.9824920892715454,3.944497089833021e-07,0.9824924837212544,1.0
162,3,36,0.003142696805273545,0.9839569926261902,3.9697065949440005e-07,0.9839573895968496,1.0
163,3,37,0.0031330417999518296,0.9828815460205078,3.996485844254494e-07,0.9828819456690923,1.0
164,3,38,0.0031234752377721216,0.9857707023620605,4.0186969563364983e-07,0.9857711042317562,1.0
165,3,39,0.0031139957766460917,0.9855450391769409,4.04121819883585e-07,0.9855454432987608,1.0
166,3,40,0.0031046021028253313,0.9839240908622742,4.0661287494003776e-07,0.9839244974751491,1.0
167,3,41,0.0030952929301365476,0.9788497090339661,4.0986496023833753e-07,0.9788501188989263,1.0
168,3,42,0.0030860669992418383,0.9819974303245544,4.1263638995587827e-07,0.9819978429609444,1.0
169,3,43,0.003076923076923077,0.9852825999259949,4.1490206494927407e-07,0.9852830148280598,1.0
170,3,44,0.0030678599553894815,0.9797725081443787,4.179907962679863e-07,0.979772926135175,1.0
171,3,45,0.00305887645160749,0.9849023818969727,4.203016869723797e-07,0.9849028021986597,1.0
172,3,46,0.0030499714066520934,0.9811140298843384,4.2317453771829605e-07,0.9811144530588761,1.0
173,3,47,0.0030411436850788223,0.9808188080787659,4.26081195473671e-07,0.9808192341599613,1.0
174,3,48,0.0030323921743156137,0.983399510383606,4.2859669774770737e-07,0.9833999389803038,1.0
175,3,49,0.0030237157840738178,0.983476996421814,4.3109608814120297e-07,0.9834774275179021,1.0
176,3,50,0.0030151134457776364,0.9829355478286743,4.3366737663745884e-07,0.982935981496051,1.0
177,3,51,0.0030065841120113157,0.9829931855201721,4.3621957302093507e-07,0.9829936217397451,1.0
178,3,52,0.002998126755983446,0.9812210202217102,4.390220157802105e-07,0.981221459243726,1.0
179,3,53,0.0029897403710077435,0.9821085929870605,4.4169235043227673e-07,0.982109034679411,1.0
180,3,54,0.0029814239699997194,0.9825534224510193,4.4428864493966105e-07,0.9825538667396643,1.0
181,3,55,0.0029731765849886653,0.979892909526825,4.472689237445593e-07,0.9798933567957487,1.0
182,3,56,0.002964997266644405,0.9835277795791626,4.497088491916657e-07,0.9835282292880118,1.0
183,3,57,0.0029568850838182915,0.985264003276825,4.518905654549599e-07,0.9852644551673904,1.0
184,3,58,0.002948839123097943,0.9820033311843872,4.545373842120171e-07,0.9820037857217714,1.0
185,3,59,0.002940858488375231,0.9835090637207031,4.5696115121245384e-07,0.9835095206818544,1.0
186,3,60,0.002932942300427066,0.9829541444778442,4.594597965478897e-07,0.9829546039376408,1.0
187,3,61,0.0029250896965085224,0.9845448732376099,4.617242142558098e-07,0.9845453349618242,1.0
188,3,62,0.0029172998299578914,0.9827669858932495,4.642385989427567e-07,0.9827674501318484,1.0
189,3,63,0.0029095718698132315,0.9858275055885315,4.6630315482616427e-07,0.9858279718916864,1.0
190,4,1,0.0029019050004400466,0.9844588041305542,4.6855797991156583e-07,0.9844592726885341,1.0
191,4,2,0.0028942984211696864,0.9818090200424194,4.7118728980422023e-07,0.9818094912297093,1.0
192,4,3,0.002886751345948129,0.9804341793060303,4.740048199892044e-07,0.9804346533108502,1.0
193,4,4,0.0028792630029947784,0.9829410910606384,4.764596931636334e-07,0.9829415675203316,1.0
194,4,5,0.0028718326344709527,0.9835407733917236,4.788212478160858e-07,0.9835412522129714,1.0
195,4,6,0.002864459496157732,0.9824320077896118,4.813339095562696e-07,0.9824324891235213,1.0
196,4,7,0.002857142857142857,0.9839665293693542,4.836239852011204e-07,0.9839670129933394,1.0
197,4,8,0.0028498819995163857,0.9812765717506409,4.86286822706461e-07,0.9812770580374636,1.0
198,4,9,0.0028426762180748058,0.9824396371841431,4.88779041916132e-07,0.982440125963185,1.0
199,4,10,0.0028355248200333436,0.979738712310791,4.916439764201642e-07,0.9797392039547674,1.0
200,4,11,0.00282842712474619,0.9773070812225342,4.948427435010672e-07,0.9773075760652776,1.0
201,4,12,0.002821382463434393,0.9833618402481079,4.971876274794341e-07,0.9833623374357354,1.0
202,4,13,0.0028143901789211678,0.9771658182144165,5.003889091312885e-07,0.9771663186033256,1.0
203,4,14,0.002807449625374386,0.9804666638374329,5.031239241361618e-07,0.980467166961357,1.0
204,4,15,0.0028005601680560193,0.9766606688499451,5.063735879957676e-07,0.976661175223533,1.0
205,4,16,0.002793721183078313,0.9798235297203064,5.091897211968899e-07,0.9798240389100276,1.0
206,4,17,0.002786932057166471,0.9800005555152893,5.119706969708205e-07,0.9800010674859863,1.0
207,4,18,0.0027801921874276636,0.9818893074989319,5.144849885255099e-07,0.9818898219839204,1.0
208,4,19,0.002773500981126146,0.9828228950500488,5.168648436665535e-07,0.9828234119148925,1.0
209,4,20,0.0027668578554642985,0.9803917407989502,5.195719189941884e-07,0.9803922603708692,1.0
210,4,21,0.002760262237369417,0.9782049655914307,5.225658416748047e-07,0.9782054881572724,1.0
211,4,22,0.002753713563286057,0.9859414100646973,5.245085805654526e-07,0.9859419345732778,1.0
212,4,23,0.0027472112789737805,0.9798411726951599,5.272742826491595e-07,0.9798416999694426,1.0
213,4,24,0.002740754839310127,0.9819098114967346,5.297509487718344e-07,0.9819103412476834,1.0
214,4,25,0.0027343437080986533,0.9817699790000916,5.322427488863468e-07,0.9817705112428404,1.0
215,4,26,0.002727977357881894,0.9785852432250977,5.351566709578037e-07,0.9785857783817686,1.0
216,4,27,0.002721655269759087,0.981400728225708,5.376874469220638e-07,0.9814012659131549,1.0
217,4,28,0.002715376933208523,0.9792789220809937,5.404916591942311e-07,0.9792794625726529,1.0
218,4,29,0.0027091418459143854,0.9813068509101868,5.430210381746292e-07,0.9813073939312249,1.0
219,4,30,0.0027029495135979438,0.9838573336601257,5.452020559459925e-07,0.9838578788621817,1.0
220,4,31,0.0026967994498529684,0.9812896251678467,5.477245431393386e-07,0.9812901728923898,1.0
221,4,32,0.0026906911759852496,0.9833512306213379,5.499669350683689e-07,0.983351780588273,1.0
222,4,33,0.0026846242208560973,0.978621244430542,5.528291687369347e-07,0.9786217972597108,1.0
223,4,34,0.0026785981207297005,0.9827026724815369,5.551489070057869e-07,0.9827032276304438,1.0
224,4,35,0.002672612419124244,0.9773086309432983,5.58173330500722e-07,0.9773091891166289,1.0
225,4,36,0.0026666666666666666,0.9800174236297607,5.608341656625271e-07,0.9800179844639264,1.0
226,4,37,0.002660760420950957,0.9807078242301941,5.63399400562048e-07,0.9807083876295947,1.0
227,4,38,0.002654893246399888,0.9789776802062988,5.661860574036837e-07,0.9789782463923562,1.0
228,4,39,0.0026490647141300875,0.9831849336624146,5.684156436473132e-07,0.9831855020780582,1.0
229,4,40,0.0026432744018203592,0.9788786172866821,5.712015554308891e-07,0.9788791884882375,1.0
230,4,41,0.002637521893583148,0.9808886051177979,5.737208761274815e-07,0.980889178838674,1.0
231,4,42,0.002631806779839076,0.9821749329566956,5.760653875768185e-07,0.9821755090220832,1.0
232,4,43,0.002626128657194451,0.9808674454689026,5.785749293863773e-07,0.980868024043832,1.0
233,4,44,0.0026204871283216735,0.9831036329269409,5.80789102241397e-07,0.9831042137160432,1.0
234,4,45,0.002614881801842454,0.9765380620956421,5.838483106344939e-07,0.9765386459439527,1.0
235,4,46,0.0026093122922137687,0.9803873896598816,5.864058621227741e-07,0.9803879760657437,1.0
236,4,47,0.0026037782196164775,0.9796825647354126,5.890491418540478e-07,0.9796831537845545,1.0
237,4,48,0.0025982792098465236,0.9830624461174011,5.912493914365768e-07,0.9830630373667926,1.0
238,4,49,0.002592814894208658,0.9808235764503479,5.937336944043636e-07,0.9808241701840423,1.0
239,4,50,0.0025873849094126037,0.9806550145149231,5.962334573268891e-07,0.9806556107483804,1.0
240,4,51,0.0025819888974716113,0.9775252938270569,5.991300567984581e-07,0.9775258929571137,1.0
241,4,52,0.0025766265056033234,0.9802541732788086,6.016712170094252e-07,0.9802547749500256,1.0
242,4,53,0.0025712973861329,0.9823839664459229,6.039350293576718e-07,0.9823845703809522,1.0
243,4,54,0.002566001196398337,0.9791154861450195,6.066108122467996e-07,0.9791160927558318,1.0
244,4,55,0.0025607375986579197,0.9788375496864319,6.093155592679978e-07,0.9788381590019911,1.0
245,4,56,0.0025555062599997595,0.9789503812789917,6.120001431554557e-07,0.9789509932791348,1.0
246,4,57,0.002550306852253353,0.9764049649238586,6.150022614747286e-07,0.9764055799261201,1.0
247,4,58,0.0025451390519031112,0.9781709909439087,6.177749484777451e-07,0.9781716087188572,1.0
248,4,59,0.00254000254000381,0.9816199541091919,6.201084703207016e-07,0.9816205742176622,1.0
249,4,60,0.0025348970020979116,0.9743189215660095,6.233532447367907e-07,0.9743195449192542,1.0
250,4,61,0.0025298221281347035,0.9807758331298828,6.257846485823393e-07,0.9807764589145314,1.0
251,4,62,0.0025247776123912126,0.98179030418396,6.280811503529549e-07,0.9817909322651103,1.0
252,4,63,0.002519763153394848,0.9806194305419922,6.305215414613486e-07,0.9806200610635336,1.0
253,5,1,0.002514778453847726,0.9841845035552979,6.325126625597477e-07,0.9841851360679604,1.0
254,5,2,0.0025098232205526343,0.9818355441093445,6.347921676933765e-07,0.9818361789015122,1.0
255,5,3,0.0025048971643405983,0.9803789258003235,6.372497417032719e-07,0.9803795630500652,1.0
256,5,4,0.0025,0.97487872838974,6.403826177120209e-07,0.9748793687723577,1.0
257,5,5,0.002495131446207221,0.9801197648048401,6.42861844971776e-07,0.9801204076666851,1.0
258,5,6,0.0024902912254587614,0.9807714223861694,6.452545523643494e-07,0.9807720676407218,1.0
259,5,7,0.0024854790640048002,0.9757316708564758,6.482647731900216e-07,0.975732319121249,1.0
260,5,8,0.0024806946917841693,0.9780724048614502,6.509813480079174e-07,0.9780730558427982,1.0
261,5,9,0.0024759378423606917,0.9763834476470947,6.53897738084197e-07,0.9763841015448328,1.0
262,5,10,0.002471208252860862,0.9785115718841553,6.565496791154147e-07,0.9785122284338343,1.0
263,5,11,0.0024665056639128296,0.978549599647522,6.591912358999252e-07,0.9785502588387579,1.0
264,5,12,0.0024618298195866546,0.982171356678009,6.613869220018387e-07,0.982172018064931,1.0
265,5,13,0.002457180467335805,0.9796804189682007,6.638816557824613e-07,0.9796810828498564,1.0
266,5,14,0.0024525573579398633,0.9765191674232483,6.667573470622301e-07,0.9765198341805954,1.0
267,5,15,0.0024479602454484184,0.9818211197853088,6.689819507300854e-07,0.9818217887672596,1.0
268,5,16,0.0024433888871261042,0.9775699973106384,6.717187818139792e-07,0.9775706690294202,1.0
269,5,17,0.0024388430433987694,0.9784990549087524,6.743371486663819e-07,0.9784997292459011,1.0
270,5,18,0.0024343224778007383,0.9780343770980835,6.770090200006962e-07,0.9780350541071035,1.0
271,5,19,0.002429826956923148,0.9777292609214783,6.797114387154579e-07,0.977729940632917,1.0
272,5,20,0.00242535625036333,0.9747116565704346,6.827698089182377e-07,0.9747123393402435,1.0
273,5,21,0.00242091013067521,0.979515552520752,6.852481979876757e-07,0.9795162377689499,1.0
274,5,22,0.0024164883733207077,0.9811970591545105,6.875196937471628e-07,0.9811977466742042,1.0
275,5,23,0.0024120907566221087,0.9756852388381958,6.904479581862688e-07,0.9756859292861539,1.0
276,5,24,0.002407717061715384,0.9780343770980835,6.930890958756209e-07,0.9780350701871794,1.0
277,5,25,0.0024033670725044387,0.9791067242622375,6.955981254577637e-07,0.979107419860363,1.0
278,5,26,0.002399040575616269,0.9793205857276917,6.980779580771924e-07,0.9793212838056498,1.0
279,5,27,0.0023947373603569987,0.9810806512832642,7.003427483141422e-07,0.9810813516260125,1.0
280,5,28,0.0023904572186687874,0.9804652333259583,7.026760838925839e-07,0.9804659360020421,1.0
281,5,29,0.0023861999450875745,0.9785498976707458,7.052329368889332e-07,0.9785506029036828,1.0
282,5,30,0.0023819653367016546,0.9763984680175781,7.080412004143e-07,0.9763991760587786,1.0
283,5,31,0.002377753193111056,0.9780410528182983,7.106495089828969e-07,0.9780417634678074,1.0
284,5,32,0.0023735633163877064,0.9797661304473877,7.130489684641361e-07,0.9797668434963561,1.0
285,5,33,0.0023693955110363693,0.9772971272468567,7.157360203564167e-07,0.977297842982877,1.0
286,5,34,0.0023652495839563306,0.9756160974502563,7.186161354184151e-07,0.9756168160663917,1.0
287,5,35,0.0023611253444038214,0.9763210415840149,7.214074488729239e-07,0.9763217629914638,1.0
